scenario,policy,replications,rounds,committed_tokens,wall_time_ms,ppl_loss_total,hard_ends,hard_violations,catastrophes,measurement_count,fallback_count,committed_tokens_per_second,replicate_mean_tokens_per_second,tokens_per_second_se,tokens_per_second_ci95_low,tokens_per_second_ci95_high,ppl_loss_per_token,replicate_mean_ppl_loss_per_token,ppl_loss_per_token_se,ppl_loss_per_token_ci95_low,ppl_loss_per_token_ci95_high,hard_violation_probability,hard_violation_wilson95_low,hard_violation_wilson95_high,replicate_mean_hard_violation_probability,hard_violation_replicate_se,hard_violation_replicate_ci95_low,hard_violation_replicate_ci95_high,catastrophe_per_token,catastrophe_wilson95_low,catastrophe_wilson95_high,bytes_per_token_mb,measurement_fraction,fallback_fraction,measurement_time_fraction,guard_time_fraction,mean_cache_level,mean_io_queue,hidden_hard_fraction,debt_and_queue2_fraction,ood_latched_replication_fraction,ppl_constraint_met_point,ppl_constraint_met_ci95,hard_constraint_met_point,hard_constraint_met_wilson95,catastrophe_constraint_met_point,catastrophe_constraint_met_wilson95
distribution_shift,myopic_voi,12,6000,11520,401127.72978829243,216.28263077628012,104,28,14,377,0,28.719031731064906,28.719478750272387,0.128790019832206,28.436013827853795,29.00294367269098,0.018774533921552095,0.018815949762974273,0.0008368608509078827,0.016974031449064363,0.020657868076884182,0.2692307692307692,0.19333261217600778,0.36156955138050845,0.2803030303030302,0.06040348663489093,0.14735585260184164,0.4132502080042188,0.0012152777777777778,0.0007240787792646234,0.002039015362083678,10.967373106855455,0.06283333333333334,0.0,0.0013627465344284036,0.0,1.0876666666666666,1.0753333333333333,0.6735,0.11216666666666666,0.0,False,False,False,False,False,False
distribution_shift,primal_dual_joint,12,6000,15269,582995.2551218092,60.460483384987334,133,18,1,0,0,26.190607669370728,26.2323281631613,0.28046229724907107,25.615034808950885,26.849621517371713,0.003959688478943436,0.00395576176209997,0.00013197805511730004,0.0036652800213290366,0.004246243502870904,0.13533834586466165,0.08735264873505283,0.20379784881188662,0.1517154142154142,0.03677636114936575,0.0707711890834895,0.2326596393473389,6.549217368524462e-05,1.1561070361968984e-05,0.0003709125404879912,10.517774959000468,0.0,0.0,0.0,0.0,1.5816666666666668,0.9223333333333333,0.5011666666666666,0.0365,0.0,True,True,False,False,True,False
distribution_shift,robust_safe_joint,12,6000,13837,503691.8734384121,19.734380010031753,125,3,2,908,2410,27.47115990882051,27.46885865184696,0.23533264470257412,26.950894993171477,27.986822310522445,0.0014262036575870313,0.001431970997416104,0.00015825550413957508,0.0010836529813020783,0.0017802890135301297,0.024,0.008195256526549594,0.06818899828377718,0.022222222222222223,0.015533895453767372,-0.011967651149934738,0.05641209559437918,0.0001445400014454,3.9638976762557056e-05,0.0005269059724028568,8.637938232679646,0.15133333333333332,0.40166666666666667,0.0026194587521468295,0.0021441680061809747,1.6606666666666667,0.47333333333333333,0.4656666666666667,0.0055,0.0,True,True,True,False,True,False
distribution_shift,safe_exact_fixed,12,6000,10647,513414.27759604325,0.0,124,0,0,0,0,20.737639104725307,20.749598496121127,0.153868023702966,20.41093725933827,21.088259732903985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03004861534067768,0.0,0.0,0.0,0.0,0.0,2.710505431213761e-20,0.0003606718619882138,9.930285276518761,0.0,0.0,0.0,0.0,1.4175,0.47433333333333333,0.336,0.0,0.0,True,True,True,True,True,False
interaction_trap,best_fixed,12,6000,10114,357462.0557238605,22.932018013445962,125,4,0,0,0,28.293912145497945,28.29469727634537,0.11722599903008034,28.036684592103246,28.552709960587496,0.002267353966130706,0.0022592372317895666,0.0003378939331389182,0.0015155376992658112,0.003002936764313322,0.032,0.012513139138693473,0.07939406937230006,0.025925925925925925,0.014169444722222771,-0.005260811634425187,0.05711266348627704,0.0,0.0,0.00037967177449150033,15.880780119369126,0.0,0.0,0.0,0.0,1.5,1.3525,0.351,0.028833333333333332,0.0,True,True,True,False,True,False
interaction_trap,exact_joint,12,6000,15480,428922.0330709257,31.775144965035334,109,3,0,556,0,36.09047520634189,36.085131181308675,0.13278507463054676,35.79287320256518,36.37738916005217,0.0020526579434777346,0.002066682014290835,0.00022179145705189326,0.0015785223086845156,0.002554841719897154,0.027522935779816515,0.009403855861672236,0.07781106428866251,0.02800925925925926,0.014708391688780333,-0.004363692576561447,0.06038221109507997,0.0,0.0,0.0002480946883181729,7.0630497319847105,0.09266666666666666,0.0,0.0016709842815422651,0.0,1.8486666666666667,0.43133333333333335,0.3636666666666667,0.0045,0.0,True,True,True,False,True,True
interaction_trap,independent_thresholds,12,6000,14749,617670.8711008175,40.187799289409725,139,11,2,0,0,23.87841274385212,23.919779006359732,0.32990870249827375,23.193654847975946,24.64590316474352,0.0027247812929289935,0.0027079239694938503,0.00017288520604565844,0.002327406196587971,0.0030884417423997297,0.07913669064748201,0.04476127979457861,0.1361487937515923,0.09640151515151514,0.028800543798325712,0.03301194564883096,0.15979108465419933,0.00013560241372296427,3.718786058159277e-05,0.0004943340731815963,8.407411489522875,0.0,0.0,0.0,0.0,1.4053333333333333,0.9596666666666667,0.5085,0.02666666666666667,0.0,True,True,False,False,True,False
interaction_trap,myopic_voi,12,6000,11336,370931.12758242013,492.40480459242906,114,52,31,144,0,30.560929393775844,30.54197303816031,0.3228005543774292,29.831493808306234,31.252452268014387,0.043437262225867065,0.043800209928576396,0.0022898565268545863,0.03876026969423047,0.04884015016292232,0.45614035087719296,0.36763141552433765,0.5475088067702976,0.44517889517889514,0.04307243645928287,0.3503771017230235,0.5399806886347668,0.002734650670430487,0.001927281993128462,0.003878924298184311,10.826051207440821,0.024,0.0,0.0004983773868936049,0.0,1.0516666666666667,1.0355,0.6855,0.1445,0.0,False,False,False,False,False,False
interaction_trap,primal_dual_joint,12,6000,16573,561603.1428085999,59.98591172811371,132,17,2,0,0,29.510162491466417,29.980552319437,0.9047135859253729,27.98929114268196,31.971813496192038,0.0036194962727396193,0.0036393034527648165,0.00017793660540614816,0.0032476676248288025,0.0040309392807008305,0.12878787878787878,0.0819866552420015,0.19658410768423812,0.14658882783882785,0.04526165012214807,0.04696860759872003,0.24620904807893568,0.00012067821154890484,3.309494219918863e-05,0.0004399420256799732,9.774518916235783,0.0,0.0,0.0,0.0,1.684,0.8726666666666667,0.389,0.04416666666666667,0.0,True,True,False,False,True,False
interaction_trap,robust_safe_joint,12,6000,15435,463201.46197126305,6.58732686490999,102,2,0,405,1723,33.32243368644114,33.31645436054834,0.22340329354477798,32.82474702674069,33.808161694355995,0.0004267785464794292,0.00042525133496601535,5.086768887818344e-05,0.0003132923066169751,0.0005372103633150555,0.0196078431372549,0.005393752169586291,0.06869308401034892,0.03819444444444444,0.028766342400566355,-0.025119848289316994,0.10150873717820588,0.0,0.0,0.0002488178164754311,7.849514690241978,0.0675,0.2871666666666667,0.0011270883767670326,0.0023315988585264937,1.7723333333333333,0.43233333333333335,0.3335,0.0,0.0,True,True,True,False,True,True
interaction_trap,safe_exact_fixed,12,6000,10793,461640.77825496724,0.0,141,0,0,0,0,23.37965038703525,23.39071576543753,0.16064779440409954,23.037132353952654,23.744299176922407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026521818075925633,0.0,0.0,0.0,0.0,0.0,0.0,0.0003557946863761501,10.110638756556583,0.0,0.0,0.0,0.0,1.368,0.44233333333333336,0.26516666666666666,0.0,0.0,True,True,True,True,True,False
