scenario,policy,rounds,committed_tokens,wall_time_ms,bytes_mb_total,ppl_loss_total,hard_ends,hard_violations,catastrophes,measurement_count,fallback_count,measurement_time_ms,guard_time_ms,cache_level_sum,io_queue_sum,hidden_hard_count,debt_and_queue2_count,committed_tokens_per_second,ppl_loss_per_token,hard_violation_probability,catastrophe_per_token,bytes_per_token_mb,measurement_fraction,fallback_fraction,mean_cache_level,mean_io_queue,hidden_hard_fraction,debt_and_queue2_fraction,ppl_constraint_met,hard_constraint_met,catastrophe_constraint_met,ood_latched,replication,seed
interaction_trap,safe_exact_fixed,500.0,899.0,38810.22855537633,9421.875133465168,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,653.0,218.0,128.0,0.0,23.163996540686764,0.0,0.0,0.0,10.480395031663146,0.0,0.0,1.306,0.436,0.256,0.0,True,True,True,False,0,12012
interaction_trap,best_fixed,500.0,858.0,29731.489777714636,13187.467601594768,1.9655212640906725,10.0,0.0,0.0,0.0,0.0,0.0,0.0,794.0,686.0,157.0,17.0,28.85829154256231,0.0022908173241150027,0.0,0.0,15.370008859667562,0.0,0.0,1.588,1.372,0.314,0.034,True,True,True,False,0,12012
interaction_trap,independent_thresholds,500.0,1215.0,52866.5636538465,10532.481889289234,3.4773637336736556,10.0,1.0,0.0,0.0,0.0,0.0,0.0,662.0,511.0,259.0,10.0,22.98239030543833,0.0028620277643404573,0.1,0.0,8.668709373900604,0.0,0.0,1.324,1.022,0.518,0.02,True,False,True,False,0,12012
interaction_trap,myopic_voi,500.0,966.0,30506.408811489124,9865.22509689046,43.16360948276103,7.0,3.0,2.0,8.0,0.0,10.24955241660001,0.0,511.0,508.0,348.0,51.0,31.665477440143377,0.044682825551512456,0.42857142857142855,0.002070393374741201,10.212448340466313,0.016,0.0,1.022,1.016,0.696,0.102,False,False,False,False,0,12012
interaction_trap,primal_dual_joint,500.0,1464.0,57420.095031405865,13320.544154987689,3.4990456313407576,14.0,0.0,1.0,0.0,0.0,0.0,0.0,893.0,487.0,197.0,23.0,25.496300540764807,0.0023900584913529766,0.0,0.0006830601092896175,9.098732346303066,0.0,0.0,1.786,0.974,0.394,0.046,True,True,False,False,0,12012
interaction_trap,exact_joint,500.0,1287.0,35586.247197580065,8884.359385176704,1.7996776768403058,10.0,0.0,0.0,39.0,0.0,50.26405943352046,0.0,936.0,215.0,189.0,1.0,36.16565671716906,0.0013983509532558708,0.0,0.0,6.903154145436444,0.078,0.0,1.872,0.43,0.378,0.002,True,True,True,False,0,12012
interaction_trap,robust_safe_joint,500.0,1229.0,38451.03072428581,10352.198124943932,0.38677999999999985,6.0,0.0,0.0,37.0,144.0,47.57156529040529,90.0,826.0,287.0,184.0,0.0,31.96273225580294,0.00031471114727420657,0.0,0.0,8.423269426317276,0.074,0.288,1.652,0.574,0.368,0.0,True,True,True,False,0,12012
calibrated,safe_exact_fixed,500.0,913.0,37665.41628407516,9017.33209703634,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,211.0,65.0,0.0,24.239742715548164,0.0,0.0,0.0,9.87659594418,0.0,0.0,1.424,0.422,0.13,0.0,True,True,True,False,1,112015
calibrated,best_fixed,500.0,836.0,28630.56145484011,13201.405539935286,1.4999761693047073,11.0,1.0,0.0,0.0,0.0,0.0,0.0,779.0,691.0,182.0,19.0,29.199567089127793,0.0017942298675893628,0.09090909090909091,0.0,15.7911549520757,0.0,0.0,1.558,1.382,0.364,0.038,True,False,True,False,1,112015
calibrated,independent_thresholds,500.0,1453.0,52367.410251725385,12576.109521330069,1.1670568175388625,12.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,571.0,138.0,5.0,27.74626419400083,0.0008032049673357622,0.0,0.0,8.655271521906448,0.0,0.0,1.042,1.142,0.276,0.01,True,True,True,False,1,112015
calibrated,myopic_voi,500.0,1071.0,30616.771983880186,10843.585026940993,8.80057810853028,9.0,1.0,0.0,16.0,0.0,20.151266500823535,0.0,625.0,542.0,279.0,24.0,34.9808268671787,0.008217159765201008,0.1111111111111111,0.0,10.124729250178332,0.032,0.0,1.25,1.084,0.558,0.048,False,False,True,False,1,112015
calibrated,primal_dual_joint,500.0,1292.0,38606.862576053,12795.783646776981,4.1623911159589975,9.0,1.0,0.0,0.0,0.0,0.0,0.0,761.0,425.0,180.0,17.0,33.46555285229004,0.0032216649504326605,0.1111111111111111,0.0,9.90385731174689,0.0,0.0,1.522,0.85,0.36,0.034,True,False,True,False,1,112015
calibrated,exact_joint,500.0,1314.0,34928.02161360469,8712.840591744654,2.2735785312674137,7.0,0.0,0.0,41.0,0.0,51.48259213424234,0.0,972.0,151.0,168.0,2.0,37.62022408644493,0.0017302728548458247,0.0,0.0,6.63077670604616,0.082,0.0,1.944,0.302,0.336,0.004,True,True,True,False,1,112015
calibrated,robust_safe_joint,500.0,1322.0,37927.94945651705,10468.125098726245,0.4165599999999997,12.0,0.0,0.0,43.0,111.0,53.52369281005213,90.0,880.0,197.0,134.0,0.0,34.85556216308563,0.00031509833585476526,0.0,0.0,7.91840022596539,0.086,0.222,1.76,0.394,0.268,0.0,True,True,True,False,1,112015
distribution_shift,safe_exact_fixed,500.0,899.0,41747.74995268909,8004.409680649549,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0,258.0,162.0,0.0,21.534094676211236,0.0,0.0,0.0,8.903681513514515,0.0,0.0,1.612,0.516,0.324,0.0,True,True,True,False,1,112015
distribution_shift,best_fixed,500.0,810.0,33385.91701834873,13422.02692846154,2.6349132547619427,14.0,0.0,0.0,0.0,0.0,0.0,0.0,727.0,682.0,210.0,15.0,24.261726869890325,0.003252979326866596,0.0,0.0,16.570403615384617,0.0,0.0,1.454,1.364,0.42,0.03,True,True,True,False,1,112015
distribution_shift,independent_thresholds,500.0,1320.0,56039.53313817946,11678.254223974292,5.604538362139665,9.0,2.0,1.0,0.0,0.0,0.0,0.0,602.0,551.0,228.0,23.0,23.554800086310685,0.004245862395560352,0.2222222222222222,0.0007575757575757576,8.847162290889615,0.0,0.0,1.204,1.102,0.456,0.046,True,False,False,False,1,112015
distribution_shift,myopic_voi,500.0,967.0,33108.07281240581,10401.600715015633,20.21963540931967,8.0,3.0,0.0,30.0,0.0,43.4871779907104,0.0,567.0,517.0,353.0,68.0,29.207378076009874,0.020909653991023444,0.375,0.0,10.756567440553912,0.06,0.0,1.134,1.034,0.706,0.136,False,False,True,False,1,112015
distribution_shift,primal_dual_joint,500.0,1289.0,48511.057246661134,13616.613954739014,6.044253048107738,15.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0,418.0,244.0,16.0,26.571261752674292,0.0046891024422868405,0.0,0.0,10.563703611124138,0.0,0.0,1.668,0.836,0.488,0.032,False,True,True,False,1,112015
distribution_shift,exact_joint,500.0,1122.0,37620.891978172134,8981.49895572489,4.493360160765704,12.0,1.0,1.0,83.0,0.0,120.02101689641005,0.0,867.0,304.0,248.0,12.0,29.82385427360391,0.004004777326885654,0.08333333333333333,0.00089126559714795,8.004901030057834,0.166,0.0,1.734,0.608,0.496,0.024,True,False,False,False,1,112015
distribution_shift,robust_safe_joint,500.0,1138.0,42244.37190948989,10312.77028134634,1.4284782375835128,10.0,0.0,0.0,67.0,213.0,97.25707175097361,90.0,768.0,275.0,252.0,6.0,26.938499699751876,0.0012552532843440357,0.0,0.0,9.062188296437908,0.134,0.426,1.536,0.55,0.504,0.012,True,True,True,False,1,112015
interaction_trap,safe_exact_fixed,500.0,898.0,37974.746896261844,8907.438892518754,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0,250.0,138.0,0.0,23.647293883304258,0.0,0.0,0.0,9.919196984987476,0.0,0.0,1.412,0.5,0.276,0.0,True,True,True,False,1,112015
interaction_trap,best_fixed,500.0,859.0,30127.071439407046,13432.80080236696,2.696533637358283,12.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,715.0,183.0,10.0,28.512562255765893,0.0031391544090317615,0.0,0.0,15.637719211137323,0.0,0.0,1.482,1.43,0.366,0.02,True,True,True,False,1,112015
interaction_trap,independent_thresholds,500.0,1353.0,52502.89854793431,10152.982910888433,5.18902146428925,6.0,2.0,2.0,0.0,0.0,0.0,0.0,760.0,466.0,214.0,23.0,25.770005798150983,0.003835196943303215,0.3333333333333333,0.0014781966001478197,7.504052410117097,0.0,0.0,1.52,0.932,0.428,0.046,True,False,False,False,1,112015
interaction_trap,myopic_voi,500.0,1077.0,33398.156177564975,11058.614294231142,33.44039854291182,6.0,1.0,1.0,15.0,0.0,19.344835945894168,0.0,621.0,548.0,266.0,62.0,32.24728916991737,0.031049580819788137,0.16666666666666666,0.0009285051067780873,10.267979846082769,0.03,0.0,1.242,1.096,0.532,0.124,False,False,False,False,1,112015
interaction_trap,primal_dual_joint,500.0,1345.0,46584.5015679391,12986.651788166755,5.872920943974367,5.0,1.0,0.0,0.0,0.0,0.0,0.0,854.0,467.0,209.0,39.0,28.872263408001572,0.004366483973215143,0.2,0.0,9.65550318822807,0.0,0.0,1.708,0.934,0.418,0.078,True,False,True,False,1,112015
interaction_trap,exact_joint,500.0,1301.0,36026.334082208145,9205.995435685149,1.8426562592158149,8.0,1.0,0.0,36.0,0.0,46.391139354650676,0.0,932.0,163.0,162.0,0.0,36.11247253276619,0.0014163384006270676,0.125,0.0,7.076091802986278,0.072,0.0,1.864,0.326,0.324,0.0,True,False,True,False,1,112015
interaction_trap,robust_safe_joint,500.0,1306.0,38851.82405695873,10221.424027329718,0.4026,11.0,0.0,0.0,43.0,130.0,55.41597687724404,90.0,882.0,201.0,153.0,0.0,33.61489535434265,0.0003082695252679939,0.0,0.0,7.826511506378038,0.086,0.26,1.764,0.402,0.306,0.0,True,True,True,False,1,112015
calibrated,safe_exact_fixed,500.0,906.0,36838.477053141076,8521.58631250249,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,217.0,116.0,0.0,24.593850573492936,0.0,0.0,0.0,9.40572440673564,0.0,0.0,1.476,0.434,0.232,0.0,True,True,True,False,2,212018
calibrated,best_fixed,500.0,872.0,28828.240463363545,13038.248266965036,0.3832000000000026,14.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,622.0,90.0,0.0,30.24811733162084,0.00043944954128440663,0.0,0.0,14.95211957220761,0.0,0.0,1.638,1.244,0.18,0.0,True,True,True,False,2,212018
calibrated,independent_thresholds,500.0,1369.0,50039.47794574751,11806.120145939716,1.0159128358009586,8.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,581.0,157.0,0.0,27.3583989322243,0.0007420838829809778,0.0,0.0,8.623900764017323,0.0,0.0,1.124,1.162,0.314,0.0,True,True,True,False,2,212018
calibrated,myopic_voi,500.0,1130.0,31427.403564687233,11139.633642781917,10.209582910937858,7.0,1.0,0.0,21.0,0.0,26.313946748064414,0.0,689.0,490.0,256.0,43.0,35.95588155012913,0.009035029124723768,0.14285714285714285,0.0,9.85808286971851,0.042,0.0,1.378,0.98,0.512,0.086,False,False,True,False,2,212018
calibrated,primal_dual_joint,500.0,1217.0,37154.88728221651,12437.767695557517,4.112990134460583,21.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,461.0,186.0,11.0,32.7547757245517,0.0033796139149224183,0.0,0.0,10.220022757237073,0.0,0.0,1.406,0.922,0.372,0.022,True,True,True,False,2,212018
calibrated,exact_joint,500.0,1356.0,36349.680970810645,9986.800257808913,1.654319889005071,10.0,0.0,0.0,44.0,0.0,55.10847508061561,0.0,914.0,189.0,123.0,2.0,37.304316400710334,0.0012199999181453326,0.0,0.0,7.364896945286809,0.088,0.0,1.828,0.378,0.246,0.004,True,True,True,False,2,212018
calibrated,robust_safe_joint,500.0,1323.0,38010.028030012094,10515.829799207024,0.3873199999999999,6.0,0.0,0.0,39.0,119.0,48.7073105135725,90.0,871.0,215.0,121.0,0.0,34.80660416654734,0.0002927588813303098,0.0,0.0,7.948473015273638,0.078,0.238,1.742,0.43,0.242,0.0,True,True,True,False,2,212018
distribution_shift,safe_exact_fixed,500.0,892.0,42055.20348624942,8223.247996966535,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,269.0,173.0,0.0,21.21021719206882,0.0,0.0,0.0,9.218887888975935,0.0,0.0,1.538,0.538,0.346,0.0,True,True,True,False,2,212018
distribution_shift,best_fixed,500.0,822.0,33411.04022350353,13567.02396047698,1.3532427726426899,10.0,1.0,0.0,0.0,0.0,0.0,0.0,699.0,664.0,239.0,2.0,24.602646146340305,0.0016462807453074086,0.1,0.0,16.50489532904742,0.0,0.0,1.398,1.328,0.478,0.004,True,False,True,False,2,212018
distribution_shift,independent_thresholds,500.0,1177.0,54560.76009789719,11917.562595947915,3.159258812946682,12.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,596.0,274.0,11.0,21.57228011281614,0.0026841621180515563,0.0,0.0,10.125371789250565,0.0,0.0,1.016,1.192,0.548,0.022,True,True,True,False,2,212018
distribution_shift,myopic_voi,500.0,948.0,33592.64779269793,10095.73117599593,15.412626464342685,6.0,5.0,3.0,37.0,0.0,53.923584497719354,0.0,567.0,583.0,325.0,59.0,28.220460793985637,0.016258044793610427,0.8333333333333334,0.0031645569620253164,10.64950545991132,0.074,0.0,1.134,1.166,0.65,0.118,False,False,False,False,2,212018
distribution_shift,primal_dual_joint,500.0,1227.0,46376.06929805008,12966.284895042454,5.202936828911412,13.0,2.0,0.0,0.0,0.0,0.0,0.0,805.0,415.0,253.0,16.0,26.457610974192463,0.004240372313701232,0.15384615384615385,0.0,10.56746935211284,0.0,0.0,1.61,0.83,0.506,0.032,True,False,True,False,2,212018
distribution_shift,exact_joint,500.0,1205.0,38555.062199079104,8716.772352740272,3.286225878820846,6.0,0.0,0.0,93.0,0.0,134.0306580375,0.0,933.0,215.0,213.0,4.0,31.254002231353727,0.002727158405660453,0.0,0.0,7.23383597737782,0.186,0.0,1.866,0.43,0.426,0.008,True,True,True,False,2,212018
distribution_shift,robust_safe_joint,500.0,1086.0,41601.39467136906,9735.861678690784,2.706863793017785,7.0,0.0,0.0,88.0,230.0,127.97172602790663,90.0,831.0,270.0,206.0,7.0,26.104894044511628,0.0024925080967014594,0.0,0.0,8.964881840415087,0.176,0.46,1.662,0.54,0.412,0.014,True,True,True,False,2,212018
interaction_trap,safe_exact_fixed,500.0,893.0,37664.43785568835,8545.476212343574,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,193.0,131.0,0.0,23.7093675318224,0.0,0.0,0.0,9.569402253464249,0.0,0.0,1.482,0.386,0.262,0.0,True,True,True,False,2,212018
interaction_trap,best_fixed,500.0,845.0,29615.723247609756,13185.40723918659,0.584800000000001,7.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,709.0,168.0,0.0,28.532141286409367,0.0006920710059171609,0.0,0.0,15.604032235723775,0.0,0.0,1.584,1.418,0.336,0.0,True,True,True,False,2,212018
interaction_trap,independent_thresholds,500.0,1247.0,52761.71273170541,10929.39538333179,3.713990892374297,16.0,1.0,0.0,0.0,0.0,0.0,0.0,661.0,431.0,251.0,11.0,23.634562553740917,0.0029783407316554106,0.0625,0.0,8.764551229616512,0.0,0.0,1.322,0.862,0.502,0.022,True,False,True,False,2,212018
interaction_trap,myopic_voi,500.0,909.0,29746.659449702238,10162.496133941993,47.50767911514639,11.0,4.0,3.0,7.0,0.0,8.834778338492873,0.0,561.0,498.0,364.0,86.0,30.558053133226664,0.052263673394000426,0.36363636363636365,0.0033003300330033004,11.179863733709563,0.014,0.0,1.122,0.996,0.728,0.172,False,False,False,False,2,212018
interaction_trap,primal_dual_joint,500.0,1421.0,43840.69596555003,13358.975303795516,5.2915791841078095,13.0,1.0,0.0,0.0,0.0,0.0,0.0,875.0,405.0,195.0,15.0,32.41280661047489,0.003723841790364398,0.07692307692307693,0.0,9.401108588174184,0.0,0.0,1.75,0.81,0.39,0.03,True,False,True,False,2,212018
interaction_trap,exact_joint,500.0,1302.0,36102.80564524819,9120.217422746999,2.8281194157569387,16.0,0.0,0.0,43.0,0.0,55.65207451359162,0.0,922.0,229.0,180.0,0.0,36.063679172019356,0.002172134727923916,0.0,0.0,7.004775286288018,0.086,0.0,1.844,0.458,0.36,0.0,True,True,True,False,2,212018
interaction_trap,robust_safe_joint,500.0,1331.0,39008.38246528771,10150.156095473916,0.9776506045359895,3.0,1.0,0.0,21.0,134.0,27.160051185088832,90.0,922.0,180.0,149.0,0.0,34.12087135846798,0.0007345233692982641,0.3333333333333333,0.0,7.6259625059909215,0.042,0.268,1.844,0.36,0.298,0.0,True,False,True,False,2,212018
calibrated,safe_exact_fixed,500.0,907.0,37251.09377219122,8859.942743946976,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,204.0,81.0,0.0,24.348278349805017,0.0,0.0,0.0,9.768404348342862,0.0,0.0,1.428,0.408,0.162,0.0,True,True,True,False,3,312021
calibrated,best_fixed,500.0,869.0,29232.20648514405,13355.903545767178,0.5266000000000024,8.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,674.0,138.0,0.0,29.727485690881053,0.000605983889528196,0.0,0.0,15.369279109053139,0.0,0.0,1.528,1.348,0.276,0.0,True,True,True,False,3,312021
calibrated,independent_thresholds,500.0,1373.0,49337.36419504383,12089.456401357373,1.2158691349928625,13.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,596.0,184.0,15.0,27.828807282289397,0.0008855565440588947,0.0,0.0,8.80513940375628,0.0,0.0,1.116,1.192,0.368,0.03,True,True,True,False,3,312021
calibrated,myopic_voi,500.0,1123.0,32402.86170284417,11027.832454508913,8.703887090988827,7.0,2.0,1.0,10.0,0.0,12.47679095758091,0.0,643.0,596.0,226.0,32.0,34.65743273846175,0.007750567311655234,0.2857142857142857,0.0008904719501335708,9.819975471512834,0.02,0.0,1.286,1.192,0.452,0.064,False,False,False,False,3,312021
calibrated,primal_dual_joint,500.0,1392.0,38318.395269733366,12160.406106598697,4.812031074994334,6.0,1.0,0.0,0.0,0.0,0.0,0.0,911.0,361.0,171.0,11.0,36.327199774451465,0.0034569188757143203,0.16666666666666666,0.0,8.735923927154236,0.0,0.0,1.822,0.722,0.342,0.022,True,False,True,False,3,312021
calibrated,exact_joint,500.0,1388.0,36459.39693072486,9990.259830623974,2.71519806522999,14.0,0.0,0.0,38.0,0.0,47.670813176851965,0.0,921.0,167.0,124.0,2.0,38.06974653577751,0.001956194571491347,0.0,0.0,7.1975935379135265,0.076,0.0,1.842,0.334,0.248,0.004,True,True,True,False,3,312021
calibrated,robust_safe_joint,500.0,1325.0,37681.44767031483,10450.414810029317,0.4156799999999997,6.0,0.0,0.0,41.0,117.0,51.10647030528604,90.0,880.0,224.0,139.0,0.0,35.16319255015845,0.00031372075471698094,0.0,0.0,7.887105517003258,0.082,0.234,1.76,0.448,0.278,0.0,True,True,True,False,3,312021
distribution_shift,safe_exact_fixed,500.0,889.0,43538.94502651102,9084.265345533953,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0,219.0,156.0,0.0,20.418501170818097,0.0,0.0,0.0,10.218521198575875,0.0,0.0,1.36,0.438,0.312,0.0,True,True,True,False,3,312021
distribution_shift,best_fixed,500.0,831.0,32297.400229166047,12977.832552572778,2.382095527463,9.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,670.0,222.0,5.0,25.72962511235095,0.002866540947608905,0.0,0.0,15.617127018739804,0.0,0.0,1.66,1.34,0.444,0.01,True,True,True,False,3,312021
distribution_shift,independent_thresholds,500.0,1170.0,51774.58988130138,10866.489307761729,5.8722561615585125,8.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,527.0,274.0,28.0,22.597957853115716,0.005019022360306421,0.0,0.0,9.28759769894165,0.0,0.0,1.3,1.054,0.548,0.056,False,True,True,False,3,312021
distribution_shift,myopic_voi,500.0,929.0,32203.27239023669,10376.200578276043,18.23720133906666,10.0,3.0,1.0,27.0,0.0,39.32708186773541,0.0,536.0,495.0,343.0,37.0,28.847999940579083,0.01963100251783279,0.3,0.001076426264800861,11.169214831298216,0.054,0.0,1.072,0.99,0.686,0.074,False,False,False,False,3,312021
distribution_shift,primal_dual_joint,500.0,1245.0,50107.61232319382,14053.203825385044,5.650242783615423,11.0,1.0,0.0,0.0,0.0,0.0,0.0,768.0,473.0,284.0,33.0,24.846524156245103,0.004538347617361786,0.09090909090909091,0.0,11.287713915971922,0.0,0.0,1.536,0.946,0.568,0.066,False,False,True,False,3,312021
distribution_shift,exact_joint,500.0,1192.0,37472.54184164443,8317.588798398825,5.558243942110206,11.0,0.0,0.0,80.0,0.0,116.99758015738993,0.0,932.0,253.0,259.0,8.0,31.80995847672368,0.004662956327273662,0.0,0.0,6.977842951676867,0.16,0.0,1.864,0.506,0.518,0.016,False,True,True,False,3,312021
distribution_shift,robust_safe_joint,500.0,1115.0,42771.99296829016,10430.01378175493,0.9352457152410943,12.0,0.0,0.0,71.0,226.0,103.57081460301706,90.0,749.0,271.0,242.0,1.0,26.06846028490248,0.0008387853948350622,0.0,0.0,9.354272450004421,0.142,0.452,1.498,0.542,0.484,0.002,True,True,True,False,3,312021
interaction_trap,safe_exact_fixed,500.0,914.0,39346.508114325305,9806.856539969975,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,613.0,194.0,129.0,0.0,23.229507364269264,0.0,0.0,0.0,10.729602341323824,0.0,0.0,1.226,0.388,0.258,0.0,True,True,True,False,3,312021
interaction_trap,best_fixed,500.0,840.0,30080.78076684031,13550.145413135033,0.6269999999999982,10.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,692.0,180.0,0.0,27.924807088982806,0.0007464285714285693,0.0,0.0,16.13112549182742,0.0,0.0,1.462,1.384,0.36,0.0,True,True,True,False,3,312021
interaction_trap,independent_thresholds,500.0,1245.0,53071.83317140634,11054.236148848071,3.2057776832240394,8.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,490.0,251.0,13.0,23.45877135954618,0.002574921833914891,0.0,0.0,8.878904537227367,0.0,0.0,1.31,0.98,0.502,0.026,True,True,True,False,3,312021
interaction_trap,myopic_voi,500.0,1006.0,31872.07719216953,10604.615110072047,34.72237301687413,13.0,7.0,1.0,16.0,0.0,20.572724769191844,0.0,571.0,520.0,316.0,73.0,31.56367857464773,0.03451528132890073,0.5384615384615384,0.0009940357852882703,10.541366908620326,0.032,0.0,1.142,1.04,0.632,0.146,False,False,False,False,3,312021
